transaction_id,session_id,user_id,timestamp,amount,recipient_id,recipient_is_new,hour_of_day,day_of_week
T121608,S121608,U100592,2026-07-08 05:56:27.156030,9540.296040883792,R848313,False,5,2
T121609,S121609,U100592,2026-07-08 06:44:34.258278,5725.081924255577,R938290,False,6,2
T121610,S121610,U100592,2026-07-12 15:26:30.423092,6632.394011877193,R446771,False,15,6
T121611,S121611,U100592,2026-07-15 01:03:37.490853,6937.611138411238,R258159,False,1,2
T121612,S121612,U100592,2026-07-15 07:46:37.399622,5408.474916999982,R938290,False,7,2
T121613,S121613,U100592,2026-07-15 13:01:05.212132,5072.4468571386315,R848313,False,13,2
T121614,S121614,U100592,2026-07-15 23:11:09.945220,5296.7695279749805,R258159,False,23,2
T121615,S121615,U100592,2026-07-18 05:24:26.066275,6424.060994858799,R848313,False,5,5
T121616,S121616,U100592,2026-07-18 23:17:47.992281,6591.710295319445,R938290,False,23,5
T121617,S121617,U100592,2026-07-19 09:59:07.532666,5311.133739635094,R848313,False,9,6
T121618,S121618,U100592,2026-07-20 00:41:59.408718,7748.433605908049,R698070,True,0,0
T121619,S121619,U100592,2026-07-22 08:25:36.254924,8328.398605378005,R848313,False,8,2
T121620,S121620,U100592,2026-07-24 05:40:46.090584,6927.3877906167645,R848313,False,5,4
T121621,S121621,U100592,2026-07-25 11:14:30.489038,9890.584980913532,R848313,False,11,5
T121622,S121622,U100592,2026-07-25 18:59:48.851356,5343.091100052858,R446771,False,18,5
T121623,S121623,U100592,2026-07-26 10:45:29.152900,4671.848155985702,R331007,True,10,6
T121624,S121624,U100592,2026-07-31 14:31:19.309186,9358.602856006215,R728059,True,14,4
T121625,S121625,U100592,2026-08-01 00:33:38.030543,4719.002461281796,R848313,False,0,5
T121626,S121626,U100592,2026-08-01 23:22:22.518050,4485.647867352483,R271903,True,23,5
T121627,S121627,U100592,2026-08-02 19:12:03.689012,3997.8315470029647,R258159,False,19,6
T121628,S121628,U100592,2026-08-03 04:31:33.882912,8886.315147394815,R938290,False,4,0
T121629,S121629,U100592,2026-08-04 19:31:35.452845,6592.951389704032,R258159,False,19,1
T121630,S121630,U100592,2026-08-06 16:58:43.892200,3962.7963750148915,R938290,False,16,3
T121631,S121631,U100592,2026-08-08 17:27:42.719718,3332.867783666143,R446771,False,17,5
T121632,S121632,U100592,2026-08-09 01:41:40.918653,15557.320782716686,R848313,False,1,6
T121633,S121633,U100592,2026-08-10 14:25:48.996275,3402.9760409700975,R848313,False,14,0
T121634,S121634,U100592,2026-08-15 14:06:57.512079,6971.4693462181785,R848313,False,14,5
T121635,S121635,U100592,2026-08-16 08:28:50.215536,5857.309752436227,R938290,False,8,6
T121636,S121636,U100592,2026-08-17 15:58:59.892190,5242.422753806624,R258159,False,15,0
T121637,S121637,U100592,2026-08-17 21:44:39.326245,7496.067104976159,R446771,False,21,0
T121638,S121638,U100592,2026-08-18 14:09:04.457941,6925.760652855756,R258159,False,14,1
T121639,S121639,U100592,2026-08-19 16:32:38.183900,9561.150704895426,R258159,False,16,2
T121640,S121640,U100592,2026-08-22 17:03:26.205749,4798.2766530051185,R258159,False,17,5
T121641,S121641,U100592,2026-08-22 22:13:57.534161,4242.444880269201,R938290,False,22,5
T121642,S121642,U100592,2026-08-23 01:07:22.887446,7479.268136439246,R938290,False,1,6
T121643,S121643,U100592,2026-08-23 02:45:34.963681,3344.5963845514834,R938290,False,2,6
T121644,S121644,U100592,2026-08-23 04:36:22.141201,7145.422472395852,R446771,False,4,6
T121645,S121645,U100592,2026-08-25 18:21:04.822993,8263.419725975049,R938290,False,18,1
T121646,S121646,U100592,2026-08-26 09:50:19.393945,9161.290208299515,R848313,False,9,2
T121647,S121647,U100592,2026-08-26 15:31:47.491149,7664.953197020341,R938290,False,15,2
T121648,S121648,U100592,2026-08-26 21:24:31.704677,4567.338358909052,R938290,False,21,2
T121649,S121649,U100592,2026-08-29 10:40:16.473398,4556.603116479697,R446771,False,10,5
T121650,S121650,U100592,2026-08-29 23:41:35.655253,5100.398983030781,R258159,False,23,5
T121651,S121651,U100593,2026-06-02 14:53:11.155090,6021.219022814742,R658117,False,14,1
T121652,S121652,U100593,2026-06-02 20:35:52.642076,4460.850950842009,R658117,False,20,1
T121653,S121653,U100593,2026-06-02 22:03:51.872128,3945.5082494286557,R658117,False,22,1
T121654,S121654,U100593,2026-06-04 12:50:11.135863,5577.406216579565,R658117,False,12,3
T121655,S121655,U100593,2026-06-06 02:04:04.158031,5300.012802136974,R658117,False,2,5
T121656,S121656,U100593,2026-06-07 05:33:28.360939,5247.758209138091,R658117,False,5,6
T121657,S121657,U100593,2026-06-07 10:41:02.721145,5559.9311527815935,R140168,True,10,6
T121658,S121658,U100593,2026-06-07 19:43:34.449991,3343.7123079243634,R658117,False,19,6
T121659,S121659,U100593,2026-06-11 06:27:12.307241,9011.97466218051,R658117,False,6,3
T121660,S121660,U100593,2026-06-11 09:19:46.373044,5166.028043857349,R658117,False,9,3
T121661,S121661,U100593,2026-06-15 08:23:20.992380,5230.041592991684,R184770,True,8,0
T121662,S121662,U100593,2026-06-20 20:38:28.289049,6330.901369043853,R658117,False,20,5
T121663,S121663,U100593,2026-06-20 22:31:55.238312,5987.729835270554,R658117,False,22,5
T121664,S121664,U100593,2026-06-22 11:01:47.644582,3240.952452912358,R658117,False,11,0
T121665,S121665,U100593,2026-06-23 05:04:06.790088,2845.9415307706076,R658117,False,5,1
T121666,S121666,U100593,2026-06-23 21:28:14.331843,3002.3491085569904,R658117,False,21,1
T121667,S121667,U100593,2026-06-24 03:07:16.715678,3787.4857797779396,R658117,False,3,2
T121668,S121668,U100593,2026-06-24 04:32:28.349630,3668.6413240874026,R658117,False,4,2
T121669,S121669,U100593,2026-06-25 07:45:42.544053,3625.469002777908,R658117,False,7,3
T121670,S121670,U100593,2026-06-25 08:27:20.594757,5172.1910962055,R658117,False,8,3
T121671,S121671,U100593,2026-06-26 02:41:43.798426,7401.578932703177,R658117,False,2,4
T121672,S121672,U100593,2026-06-29 21:58:34.486413,6032.612144175316,R658117,False,21,0
T121673,S121673,U100593,2026-07-02 04:32:08.045287,4439.627247501638,R658117,False,4,3
T121674,S121674,U100593,2026-07-03 00:47:06.765371,2248.470920812394,R658117,False,0,4
T121675,S121675,U100593,2026-07-08 17:54:54.820488,5510.543166471135,R476185,True,17,2
T121676,S121676,U100593,2026-07-09 01:19:40.666882,6128.61665044692,R658117,False,1,3
T121677,S121677,U100593,2026-07-10 11:01:03.561934,3311.005013581813,R586294,True,11,4
T121678,S121678,U100593,2026-07-11 06:25:44.884752,10396.421535573383,R658117,False,6,5
T121679,S121679,U100593,2026-07-13 18:22:12.123243,4166.795513396588,R658117,False,18,0
T121680,S121680,U100593,2026-07-14 03:11:04.101256,6005.877613012772,R658117,False,3,1
T121681,S121681,U100593,2026-07-14 14:06:01.462437,3202.702852315064,R658117,False,14,1
T121682,S121682,U100593,2026-07-17 19:59:24.971471,5031.345712959448,R658117,False,19,4
T121683,S121683,U100593,2026-07-18 14:34:05.548693,4613.598324920445,R658117,False,14,5
T121684,S121684,U100593,2026-07-20 00:22:08.810165,3074.2897039879213,R658117,False,0,0
T121685,S121685,U100593,2026-07-22 08:57:07.833297,5960.73433486157,R658117,False,8,2
T121686,S121686,U100593,2026-07-22 20:10:33.398907,3034.4130506597726,R658117,False,20,2
T121687,S121687,U100593,2026-07-27 20:10:43.089619,8191.499880183007,R658117,False,20,0
T121688,S121688,U100593,2026-07-29 07:49:38.281198,3495.759960784907,R658117,False,7,2
T121689,S121689,U100593,2026-07-29 12:53:17.319119,2652.344107222365,R658117,False,12,2
T121690,S121690,U100593,2026-07-30 05:42:22.252407,8008.2367951803835,R443445,True,5,3
T121691,S121691,U100593,2026-07-30 23:15:03.420449,7468.27270260194,R137241,True,23,3
T121692,S121692,U100593,2026-08-07 13:07:27.744963,5911.66484438805,R658117,False,13,4
T121693,S121693,U100593,2026-08-07 22:14:06.531059,3765.4046448540767,R658117,False,22,4
T121694,S121694,U100593,2026-08-12 06:23:48.424512,3881.1761229686394,R658117,False,6,2
T121695,S121695,U100593,2026-08-14 00:33:43.612259,3657.119885645294,R658117,False,0,4
T121696,S121696,U100593,2026-08-15 03:21:39.852722,7574.054741623026,R472563,True,3,5
T121697,S121697,U100593,2026-08-16 01:52:43.506384,4619.545273679663,R658117,False,1,6
T121698,S121698,U100593,2026-08-16 13:51:11.473040,4943.355772625828,R658117,False,13,6
T121699,S121699,U100593,2026-08-18 07:32:56.888291,6720.603379999549,R658117,False,7,1
T121700,S121700,U100593,2026-08-21 08:35:36.597744,1939.4103043346738,R658117,False,8,4
T121701,S121701,U100593,2026-08-23 16:24:12.904126,5626.679293654018,R909740,True,16,6
T121702,S121702,U100593,2026-08-25 01:13:54.992839,5326.56712984912,R658117,False,1,1
T121703,S121703,U100593,2026-08-25 03:13:56.885811,7868.440638205239,R393940,True,3,1
T121704,S121704,U100593,2026-08-25 05:47:35.141033,3238.501739459676,R658117,False,5,1
T121705,S121705,U100593,2026-08-25 07:03:36.325778,2890.059110493764,R658117,False,7,1
T121706,S121706,U100593,2026-08-27 18:39:49.257221,2427.876053016236,R658117,False,18,3
T121707,S121707,U100593,2026-08-28 18:22:14.027378,6399.429769991586,R658117,False,18,4
T121708,S121708,U100594,2026-06-03 17:56:18.325632,3014.995376438066,R144248,False,17,2
T121709,S121709,U100594,2026-06-06 06:50:30.767542,3133.287012374757,R144248,False,6,5
T121710,S121710,U100594,2026-06-08 07:55:35.300279,1171.1445744685007,R144248,False,7,0
T121711,S121711,U100594,2026-06-09 00:00:24.205878,6044.068130421424,R410703,False,0,1
T121712,S121712,U100594,2026-06-12 09:55:03.969079,2268.1000329722733,R437701,False,9,4
T121713,S121713,U100594,2026-06-15 16:30:34.356357,2976.075087490823,R550174,True,16,0
T121714,S121714,U100594,2026-06-16 07:45:26.879286,6264.9718624667485,R410703,False,7,1
T121715,S121715,U100594,2026-06-19 07:57:39.677557,1621.4183719691775,R410703,False,7,4
T121716,S121716,U100594,2026-06-19 22:24:37.441221,4060.42224018196,R198583,False,22,4
T121717,S121717,U100594,2026-06-22 01:18:32.395604,1299.1556462296167,R437701,False,1,0
T121718,S121718,U100594,2026-06-22 03:22:11.942605,5890.1151637730145,R144248,False,3,0
T121719,S121719,U100594,2026-06-24 15:18:20.509906,4720.534675582082,R410703,False,15,2
T121720,S121720,U100594,2026-06-24 17:58:42.504106,3697.7311767732044,R144248,False,17,2
T121721,S121721,U100594,2026-06-26 09:39:47.416007,1685.535208989,R162235,True,9,4
T121722,S121722,U100594,2026-06-29 09:22:48.369660,4680.7582927583135,R621762,True,9,0
T121723,S121723,U100594,2026-07-07 11:09:55.998237,4990.515601793126,R198583,False,11,1
T121724,S121724,U100594,2026-07-08 01:27:57.407487,2338.5347935698514,R437701,False,1,2
T121725,S121725,U100594,2026-07-09 12:39:54.106024,3975.3532703274877,R822124,True,12,3
T121726,S121726,U100594,2026-07-10 21:39:07.274997,1552.0478575150105,R437701,False,21,4
T121727,S121727,U100594,2026-07-11 11:28:25.391492,2880.128766693019,R410703,False,11,5
T121728,S121728,U100594,2026-07-13 12:44:55.970153,2427.994072894689,R410703,False,12,0
T121729,S121729,U100594,2026-07-18 20:55:56.207668,4197.940938639127,R198583,False,20,5
T121730,S121730,U100594,2026-07-27 16:31:19.102518,5804.626885333042,R410703,False,16,0
T121731,S121731,U100594,2026-07-29 03:06:54.891246,5119.572860375941,R198583,False,3,2
T121732,S121732,U100594,2026-07-29 03:25:28.369360,3926.203557623567,R410703,False,3,2
T121733,S121733,U100594,2026-07-29 06:18:16.968248,2102.3941009466134,R437701,False,6,2
T121734,S121734,U100594,2026-07-30 00:00:54.349880,2392.73039955638,R198583,False,0,3
T121735,S121735,U100594,2026-08-09 07:53:31.606522,2690.6836024152153,R198583,False,7,6
T121736,S121736,U100594,2026-08-12 14:35:55.315302,28732.581721786104,R502005,True,14,2
T121737,S121737,U100594,2026-08-12 20:29:49.986568,32592.151731182643,R445890,True,20,2
T121738,S121738,U100594,2026-08-12 21:46:29.397302,32518.544092502103,R451176,True,21,2
T121739,S121739,U100594,2026-08-12 22:39:03.310029,2243.718329189144,R198583,False,22,2
T121740,S121740,U100594,2026-08-15 07:53:55.188992,5639.246754376368,R437701,False,7,5
T121741,S121741,U100594,2026-08-17 03:40:28.966236,3451.3416462360474,R844671,True,3,0
T121742,S121742,U100594,2026-08-19 07:55:25.647990,1623.7644319005092,R437701,False,7,2
T121743,S121743,U100594,2026-08-21 01:16:31.519712,3086.7284263302868,R144248,False,1,4
T121744,S121744,U100594,2026-08-22 08:06:06.907293,2580.504161501671,R410703,False,8,5
T121745,S121745,U100594,2026-08-24 03:57:33.456345,6636.6813132918805,R198583,False,3,0
T121746,S121746,U100594,2026-08-27 08:32:05.465222,4736.774935959799,R144248,False,8,3
T121747,S121747,U100594,2026-08-29 01:23:28.688411,2489.5354112830455,R410703,False,1,5
T121748,S121748,U100595,2026-06-05 02:29:30.041514,1988.7904228572654,R949819,True,2,4
T121749,S121749,U100595,2026-06-09 04:22:38.201251,3318.850182285333,R570178,True,4,1
T121750,S121750,U100595,2026-06-13 08:43:35.219828,2386.791870240745,R716548,False,8,5
T121751,S121751,U100595,2026-06-14 04:52:04.911240,2736.1857075498706,R716548,False,4,6
T121752,S121752,U100595,2026-06-15 10:53:04.294730,4452.004156500606,R775135,False,10,0
T121753,S121753,U100595,2026-06-18 12:53:01.294769,2979.7149397296043,R716548,False,12,3
T121754,S121754,U100595,2026-06-19 16:12:50.294004,3001.1051202499057,R775135,False,16,4
T121755,S121755,U100595,2026-06-20 11:39:06.608940,3116.5449318274864,R168559,True,11,5
T121756,S121756,U100595,2026-06-22 11:35:21.226855,3154.2008867004947,R775135,False,11,0
T121757,S121757,U100595,2026-06-25 06:37:21.852176,2742.3757307665874,R295398,True,6,3
T121758,S121758,U100595,2026-07-08 23:55:59.476657,2990.28490992858,R503277,True,23,2
T121759,S121759,U100595,2026-07-10 10:06:12.617012,1161.1080519305808,R716548,False,10,4
T121760,S121760,U100595,2026-07-11 03:59:20.954333,1733.046888660815,R775135,False,3,5
T121761,S121761,U100595,2026-07-12 09:48:08.643459,3092.775893089417,R716548,False,9,6
T121762,S121762,U100595,2026-07-13 03:34:41.475811,1616.3953508255076,R509965,True,3,0
T121763,S121763,U100595,2026-07-15 03:16:34.011356,4802.875898466452,R775135,False,3,2
T121764,S121764,U100595,2026-07-15 09:52:25.740727,4336.489991730273,R716548,False,9,2
T121765,S121765,U100595,2026-07-16 06:14:17.419413,3025.3131707687508,R716548,False,6,3
T121766,S121766,U100595,2026-07-18 04:31:11.134899,3940.22686697539,R716548,False,4,5
T121767,S121767,U100595,2026-07-21 11:05:28.706190,2202.183929533539,R155107,True,11,1
T121768,S121768,U100595,2026-07-22 13:16:34.040299,1191.0792895978295,R775135,False,13,2
T121769,S121769,U100595,2026-07-25 22:38:48.451225,3417.8800379603395,R775135,False,22,5
T121770,S121770,U100595,2026-07-26 17:17:03.019015,1535.7959693675834,R716548,False,17,6
T121771,S121771,U100595,2026-08-03 17:22:47.723109,3397.4579570863625,R775135,False,17,0
T121772,S121772,U100595,2026-08-11 21:14:29.256748,2590.542732160878,R716548,False,21,1
T121773,S121773,U100595,2026-08-12 14:36:09.429731,1814.4043115849186,R775135,False,14,2
T121774,S121774,U100595,2026-08-13 04:54:54.287183,2633.5331784833656,R671515,True,4,3
T121775,S121775,U100595,2026-08-14 10:44:25.175712,4026.6871095681877,R775135,False,10,4
T121776,S121776,U100595,2026-08-22 16:37:50.564267,1021.3573968195096,R775135,False,16,5
T121777,S121777,U100595,2026-08-24 08:39:00.490432,1289.9062461903645,R775135,False,8,0
T121778,S121778,U100595,2026-08-24 13:30:31.082125,1892.9855480426963,R775135,False,13,0
T121779,S121779,U100595,2026-08-25 00:28:13.041347,5245.601153613359,R716548,False,0,1
T121780,S121780,U100595,2026-08-25 21:36:38.726953,1171.549350606003,R716548,False,21,1
T121781,S121781,U100595,2026-08-26 11:07:26.065628,1486.0337146966356,R775135,False,11,2
T121782,S121782,U100595,2026-08-30 04:59:35.429408,2662.5171127210333,R775135,False,4,6
T121783,S121783,U100596,2026-06-08 05:12:17.582842,6615.164173758812,R967524,False,5,0
T121784,S121784,U100596,2026-06-10 18:22:41.505234,14648.232780171866,R967524,False,18,2
T121785,S121785,U100596,2026-06-10 19:28:27.844507,5355.959062482972,R967524,False,19,2
T121786,S121786,U100596,2026-06-14 18:13:11.886841,6034.33918681336,R967524,False,18,6
T121787,S121787,U100596,2026-06-15 07:11:01.182068,4780.4255172102075,R958069,True,7,0
T121788,S121788,U100596,2026-06-16 14:01:17.914442,9310.286518911116,R781636,True,14,1
T121789,S121789,U100596,2026-06-18 13:08:32.726769,6959.8273122742075,R879427,True,13,3
T121790,S121790,U100596,2026-06-18 15:22:50.303856,8645.350719464215,R967524,False,15,3
T121791,S121791,U100596,2026-06-22 11:24:17.104662,23064.321592697564,R967524,False,11,0
T121792,S121792,U100596,2026-06-23 05:06:17.239616,8352.81469090173,R967524,False,5,1
T121793,S121793,U100596,2026-06-24 10:33:03.177842,10081.719180406,R967524,False,10,2
T121794,S121794,U100596,2026-07-02 20:18:58.392474,5387.038242089508,R767136,True,20,3
T121795,S121795,U100596,2026-07-04 16:15:06.801082,9021.10603331881,R967524,False,16,5
T121796,S121796,U100596,2026-07-05 02:50:24.270572,5376.342488745018,R967524,False,2,6
T121797,S121797,U100596,2026-07-05 11:22:48.867488,6940.052391579123,R967524,False,11,6
T121798,S121798,U100596,2026-07-06 17:13:15.655407,7776.711909789592,R967524,False,17,0
T121799,S121799,U100596,2026-07-11 15:01:52.414921,6845.887718716386,R967524,False,15,5
T121800,S121800,U100596,2026-07-19 05:47:14.481420,10415.936676078549,R967524,False,5,6
T121801,S121801,U100596,2026-07-19 18:36:12.742171,6427.249609962034,R967524,False,18,6
T121802,S121802,U100596,2026-07-23 01:26:58.198516,5780.178407151719,R967524,False,1,3
T121803,S121803,U100596,2026-07-27 14:19:10.289059,7152.264032191078,R257985,True,14,0
T121804,S121804,U100596,2026-08-02 18:13:02.558125,7507.891913690208,R967524,False,18,6
T121805,S121805,U100596,2026-08-03 12:35:41.938745,8790.95280600013,R967524,False,12,0
T121806,S121806,U100596,2026-08-03 22:00:53.452136,3909.7833371722386,R967524,False,22,0
T121807,S121807,U100596,2026-08-05 16:43:05.790876,4545.504026706702,R967524,False,16,2
T121808,S121808,U100596,2026-08-13 09:35:49.010175,4979.866693911203,R557327,True,9,3
T121809,S121809,U100596,2026-08-24 12:58:49.520330,6466.926669803601,R967524,False,12,0
T121810,S121810,U100596,2026-08-26 09:11:52.509370,5931.633193543135,R277869,True,9,2
T121811,S121811,U100596,2026-08-29 07:30:34.555975,9866.890685011706,R967524,False,7,5
T121812,S121812,U100596,2026-08-30 02:35:27.209015,18949.43015572763,R967524,False,2,6
T121813,S121813,U100597,2026-06-08 11:58:32.763678,7521.045579537938,R457497,False,11,0
T121814,S121814,U100597,2026-06-10 08:53:22.621387,9087.185213929188,R497328,False,8,2
T121815,S121815,U100597,2026-06-15 05:26:12.250685,16131.829167124793,R507873,False,5,0
T121816,S121816,U100597,2026-06-15 11:33:56.609452,9280.259096021518,R976554,True,11,0
T121817,S121817,U100597,2026-06-19 02:52:23.139636,12575.76685985207,R457497,False,2,4
T121818,S121818,U100597,2026-06-19 11:42:09.041407,7362.796058069424,R507873,False,11,4
T121819,S121819,U100597,2026-06-22 19:40:43.224800,4899.72012499991,R497328,False,19,0
T121820,S121820,U100597,2026-06-26 04:20:38.936628,9954.395723394646,R473407,False,4,4
T121821,S121821,U100597,2026-06-26 06:52:11.294419,7030.1966705709165,R522955,False,6,4
T121822,S121822,U100597,2026-06-26 18:31:52.821720,6720.669705015202,R473407,False,18,4
T121823,S121823,U100597,2026-07-04 02:36:05.818689,14218.994964028325,R576202,True,2,5
T121824,S121824,U100597,2026-07-08 15:04:05.075726,7146.414072649176,R497328,False,15,2
T121825,S121825,U100597,2026-07-11 13:46:34.225362,20474.322180977982,R522955,False,13,5
T121826,S121826,U100597,2026-07-13 18:39:22.296307,4623.147515934158,R507873,False,18,0
T121827,S121827,U100597,2026-07-16 22:36:04.224101,11702.621272686078,R522955,False,22,3
T121828,S121828,U100597,2026-07-18 21:22:36.610387,15111.983212282843,R457497,False,21,5
T121829,S121829,U100597,2026-07-22 18:08:24.692680,5353.13689068174,R531081,False,18,2
T121830,S121830,U100597,2026-07-26 06:24:23.474369,16769.847558905833,R507873,False,6,6
T121831,S121831,U100597,2026-07-27 12:46:50.327929,21013.339398392214,R497328,False,12,0
T121832,S121832,U100597,2026-07-30 08:23:08.260402,6068.064618532051,R473407,False,8,3
T121833,S121833,U100597,2026-08-06 08:59:04.429113,8458.984717442901,R457497,False,8,3
T121834,S121834,U100597,2026-08-08 13:24:23.949214,11231.900854365666,R531081,False,13,5
T121835,S121835,U100597,2026-08-08 18:42:50.179731,15299.631882037595,R457497,False,18,5
T121836,S121836,U100597,2026-08-09 20:29:04.404040,10081.644427550176,R457497,False,20,6
T121837,S121837,U100597,2026-08-11 05:42:46.307116,4580.965672036216,R531081,False,5,1
T121838,S121838,U100597,2026-08-14 18:38:16.052316,12252.729218819615,R507873,False,18,4
T121839,S121839,U100597,2026-08-18 10:16:40.844562,7326.517087401456,R615115,True,10,1
T121840,S121840,U100597,2026-08-18 21:04:03.187880,24543.923512404814,R457497,False,21,1
T121841,S121841,U100597,2026-08-19 10:20:01.075076,19309.547419818016,R635155,True,10,2
T121842,S121842,U100597,2026-08-21 02:34:53.367753,10029.179205364573,R497328,False,2,4
T121843,S121843,U100597,2026-08-23 10:01:19.368526,5506.718231735532,R662402,True,10,6
T121844,S121844,U100597,2026-08-24 21:36:46.486929,20979.101469190697,R457497,False,21,0
T121845,S121845,U100597,2026-08-27 18:42:15.150031,10843.004267292283,R522955,False,18,3
T121846,S121846,U100598,2026-08-19 12:08:12.572692,12908.898275264739,R356751,False,12,2
T121847,S121847,U100599,2026-06-02 17:49:08.640955,915.0288121072763,R372804,False,17,1
T121848,S121848,U100599,2026-06-12 16:32:29.378781,1167.7280317803948,R965354,True,16,4
T121849,S121849,U100599,2026-06-16 05:07:52.692548,1278.3296878786405,R372804,False,5,1
T121850,S121850,U100599,2026-06-23 13:27:21.872080,684.1758139863732,R762024,True,13,1
T121851,S121851,U100599,2026-06-24 19:37:14.777915,529.5325493988988,R247101,False,19,2
T121852,S121852,U100599,2026-06-28 11:57:09.494722,951.4494247935816,R247101,False,11,6
T121853,S121853,U100599,2026-06-30 14:52:14.684742,769.3501765608587,R360466,False,14,1
T121854,S121854,U100599,2026-07-03 05:17:42.008616,817.7758675219478,R150665,False,5,4
T121855,S121855,U100599,2026-07-11 05:23:49.067794,903.8505378251218,R216211,False,5,5
T121856,S121856,U100599,2026-07-12 04:13:07.278301,513.857002371587,R523089,False,4,6
T121857,S121857,U100599,2026-07-18 04:57:06.489337,1199.0395335736894,R723036,True,4,5
T121858,S121858,U100599,2026-07-18 05:25:17.759294,642.1115626334124,R523089,False,5,5
T121859,S121859,U100599,2026-07-24 19:49:39.846120,481.3894219410279,R372804,False,19,4
T121860,S121860,U100599,2026-07-26 02:30:44.084974,511.82116105037534,R523089,False,2,6
T121861,S121861,U100599,2026-07-27 15:56:38.571944,1027.8905325551991,R583648,False,15,0
T121862,S121862,U100599,2026-08-02 16:25:33.782292,942.7296903455414,R688631,True,16,6
T121863,S121863,U100599,2026-08-03 23:47:09.031963,598.333967835607,R864942,False,23,0
T121864,S121864,U100599,2026-08-07 06:39:25.808541,984.665885668311,R523089,False,6,4
T121865,S121865,U100599,2026-08-08 01:58:07.798876,940.7485213535998,R247101,False,1,5
T121866,S121866,U100599,2026-08-10 08:49:45.333979,640.7872945277111,R583648,False,8,0
T121867,S121867,U100599,2026-08-11 01:53:36.714026,995.1129903469913,R247101,False,1,1
T121868,S121868,U100599,2026-08-20 12:57:24.535810,510.22404806371446,R216211,False,12,3
T121869,S121869,U100599,2026-08-23 18:19:28.625066,349.95754110435166,R216211,False,18,6
T121870,S121870,U100599,2026-08-27 02:29:03.521064,403.0533258615044,R227898,False,2,3
T121871,S121871,U100599,2026-08-29 12:02:04.660715,1129.979431992448,R372804,False,12,5
T121872,S121872,U100599,2026-08-30 06:43:10.511917,683.9739570534887,R804050,True,6,6
T121873,S121873,U100600,2026-06-03 14:50:31.188356,23845.273614927683,R243831,False,14,2
T121874,S121874,U100600,2026-06-04 15:49:49.608946,17591.837018070284,R243831,False,15,3
T121875,S121875,U100600,2026-06-04 23:41:37.681503,9498.941499400467,R243831,False,23,3
T121876,S121876,U100600,2026-06-10 04:42:40.683570,35542.39840587994,R454273,True,4,2
T121877,S121877,U100600,2026-06-12 06:08:24.098334,36300.37622450928,R418167,False,6,4
T121878,S121878,U100600,2026-06-13 11:32:40.792039,34977.21074079708,R418167,False,11,5
T121879,S121879,U100600,2026-06-13 17:29:52.806373,14373.857896719692,R418167,False,17,5
T121880,S121880,U100600,2026-06-14 09:42:59.667466,15053.890117128547,R418167,False,9,6
T121881,S121881,U100600,2026-06-15 08:44:45.476307,17901.490103609587,R418167,False,8,0
T121882,S121882,U100600,2026-06-19 06:33:58.340171,10575.72292961897,R418167,False,6,4
T121883,S121883,U100600,2026-06-28 01:40:04.392652,16648.30675791766,R794049,True,1,6
T121884,S121884,U100600,2026-06-30 06:02:15.151761,23157.392992797035,R308841,True,6,1
T121885,S121885,U100600,2026-07-02 10:01:04.231591,23874.88378884913,R243831,False,10,3
T121886,S121886,U100600,2026-07-04 02:04:21.860338,19153.258077694773,R243831,False,2,5
T121887,S121887,U100600,2026-07-06 06:32:52.607886,26008.461454481843,R418167,False,6,0
T121888,S121888,U100600,2026-07-08 10:24:18.931217,18981.690053843722,R418167,False,10,2
T121889,S121889,U100600,2026-07-12 10:51:49.086158,26608.32310630935,R243831,False,10,6
T121890,S121890,U100600,2026-07-13 16:53:54.538808,14550.085556712438,R243831,False,16,0
T121891,S121891,U100600,2026-07-15 01:41:30.398694,20179.56940504754,R243831,False,1,2
T121892,S121892,U100600,2026-07-15 07:54:19.063078,28088.36347967851,R243831,False,7,2
T121893,S121893,U100600,2026-07-15 14:26:04.424955,35270.36610428853,R418167,False,14,2
T121894,S121894,U100600,2026-07-16 03:09:19.857393,32815.962778474546,R418167,False,3,3
T121895,S121895,U100600,2026-07-18 19:19:10.762660,17484.195078899742,R243831,False,19,5
T121896,S121896,U100600,2026-07-21 03:40:55.555506,16596.94879078027,R418167,False,3,1
T121897,S121897,U100600,2026-07-22 03:14:00.884806,22909.077790771087,R243831,False,3,2
T121898,S121898,U100600,2026-07-22 18:31:10.268018,15788.383236977306,R418167,False,18,2
T121899,S121899,U100600,2026-07-24 15:45:34.402555,12410.347167426535,R418167,False,15,4
T121900,S121900,U100600,2026-07-30 11:59:05.785127,24971.769206502202,R418167,False,11,3
T121901,S121901,U100600,2026-07-30 19:23:41.176039,6957.6435297562975,R418167,False,19,3
T121902,S121902,U100600,2026-07-30 20:01:07.806697,8064.930025699784,R243831,False,20,3
T121903,S121903,U100600,2026-07-31 12:56:51.960959,13253.358512358336,R418167,False,12,4
T121904,S121904,U100600,2026-07-31 13:10:09.606891,19803.139110375814,R243831,False,13,4
T121905,S121905,U100600,2026-08-01 07:09:07.097364,25013.638241998276,R418167,False,7,5
T121906,S121906,U100600,2026-08-02 10:24:00.952017,17966.596174017137,R243831,False,10,6
T121907,S121907,U100600,2026-08-02 16:40:42.039912,24798.724242732533,R656116,True,16,6
T121908,S121908,U100600,2026-08-03 00:37:22.501283,26303.902665455786,R418167,False,0,0
