user_id,channel,account_age_days,history_status,cohort_age_band,cohort_txn_band,baseline_avg_amount,baseline_hour_mode,baseline_recipient_count
U100654,ussd,384,established,established,small,1763.588963253514,21,4
U100655,ussd,894,established,established,medium,7914.9150591258485,12,2
U100656,app,613,established,established,small,1752.9580915915892,14,4
U100657,app,510,established,established,large,48274.31938470296,12,3
U100658,ussd,215,established,established,small,3012.5881164685843,10,2
U100659,app,610,established,established,medium,5312.399123482068,12,4
U100660,ussd,744,established,established,medium,26701.546217008647,9,2
U100661,ussd,573,established,established,large,70438.91803668074,9,10
U100662,ussd,780,established,established,small,4842.439824931868,10,3
U100663,ussd,129,established,established,small,1530.0206886576764,12,3
U100664,ussd,10,cold_start,new,small,910.0277875814005,14,2
U100665,ussd,283,established,established,medium,12818.70261736662,10,8
U100666,app,224,established,established,small,4044.2941353654787,12,1
U100667,app,96,established,established,small,4803.702900398742,21,1
U100668,ussd,789,established,established,small,1049.6450057108077,12,2
U100669,app,114,established,established,small,3937.0895407209077,19,1
U100670,ussd,3,cold_start,new,medium,5354.685000430782,12,3
U100671,ussd,152,established,established,medium,11168.17729268481,10,6
U100672,ussd,564,established,established,small,683.0088805408836,19,2
U100673,app,450,established,established,medium,19000.236898949395,17,2
U100674,app,159,established,established,medium,5079.928803615697,17,1
U100675,ussd,226,established,established,small,997.8229711364198,14,4
U100676,app,820,established,established,medium,6896.778126098659,19,5
U100677,ussd,5,cold_start,new,small,2443.438758071228,17,3
U100678,ussd,524,established,established,medium,15048.911613729988,10,5
U100679,ussd,808,established,established,small,666.9401827037802,21,2
U100680,ussd,237,established,established,medium,5940.597250512276,12,4
U100681,app,616,established,established,large,36992.35879449983,21,4
U100682,app,269,established,established,medium,13896.819019600336,10,1
U100683,ussd,490,established,established,medium,5335.672447940003,19,7
U100684,app,565,established,established,medium,5525.083278189605,17,1
U100685,app,705,established,established,medium,6818.579543633111,17,2
U100686,app,708,established,established,small,2878.106670061752,9,4
U100687,app,652,established,established,medium,14789.900123803849,17,3
U100688,ussd,793,established,established,small,3627.563729193241,21,4
U100689,app,770,established,established,medium,12341.086887318976,17,3
U100690,ussd,254,established,established,small,1613.8830224846286,19,2
U100691,app,790,established,established,small,652.6749726113982,19,1
U100692,ussd,385,established,established,medium,15828.124243056225,19,8
U100693,app,363,established,established,medium,6607.833065231806,12,3
U100694,ussd,440,established,established,small,2617.972174216258,10,6
U100695,app,607,established,established,medium,6800.848594950112,12,2
U100696,ussd,288,established,established,medium,11166.613366218913,10,10
U100697,app,536,established,established,small,4584.638654389449,21,6
U100698,app,386,established,established,small,3093.3079941457163,12,1
U100699,app,604,established,established,medium,6741.445045316633,12,2
U100700,ussd,395,established,established,small,884.9187276804403,9,2
U100701,ussd,532,established,established,medium,5077.013904691429,14,2
U100702,app,862,established,established,medium,7302.517319171137,17,8
U100703,app,460,established,established,medium,11408.833253506422,12,7
U100704,ussd,10,cold_start,new,medium,10226.293830435594,19,2
U100705,ussd,215,established,established,medium,5861.351660550639,19,5
U100706,app,846,established,established,small,2530.5713070712454,10,3
U100707,ussd,694,established,established,medium,12627.230351023421,10,2
U100708,ussd,748,established,established,small,3163.5656157252674,10,2
U100709,ussd,322,established,established,medium,17018.962207599227,12,2
U100710,app,649,established,established,small,1927.810746171232,21,3
U100711,app,1,cold_start,new,medium,5346.387379046574,10,4
U100712,app,869,established,established,medium,7967.506533707504,10,4
U100713,ussd,792,established,established,medium,5378.620639561114,21,6
U100714,app,581,established,established,medium,14455.873835476295,19,2
U100715,ussd,269,established,established,small,3282.4019868390733,12,3
U100716,ussd,674,established,established,medium,6367.498202673257,10,1
U100717,ussd,549,established,established,small,3135.030016029155,19,2
U100718,app,512,established,established,small,2586.2980219588476,12,9
U100719,app,519,established,established,medium,5966.710680906519,9,3
U100720,app,383,established,established,medium,12964.618881642728,19,3
U100721,ussd,449,established,established,medium,5918.186288125076,19,2
U100722,ussd,639,established,established,medium,8994.197799986712,12,3
U100723,app,419,established,established,small,4840.627353834008,17,4
U100724,ussd,322,established,established,medium,7991.9268047242595,21,4
U100725,app,379,established,established,medium,9045.536183276756,14,7
U100726,app,784,established,established,medium,11983.420431630802,12,9
U100727,app,398,established,established,medium,6170.440195017201,17,3
U100728,ussd,296,established,established,medium,6267.027450771551,21,2
U100729,app,345,established,established,medium,8071.195918722439,19,5
U100730,app,94,established,established,medium,7737.3086532129255,14,5
U100731,ussd,174,established,established,small,3171.4157404751577,17,4
U100732,ussd,434,established,established,medium,6465.05068198787,19,2
U100733,app,184,established,established,small,575.984669678005,17,2
U100734,app,368,established,established,small,2370.594302191385,19,9
U100735,ussd,471,established,established,medium,19612.747975665967,9,1
U100736,app,763,established,established,medium,10142.671817535695,10,2
U100737,app,345,established,established,small,3838.62445375687,21,3
U100738,ussd,238,established,established,medium,6560.724241474466,21,3
U100739,app,153,established,established,small,1129.2041564389065,19,3
U100740,ussd,306,established,established,medium,5172.528757835629,17,7
U100741,app,91,established,established,small,1357.3188393361024,9,6
U100742,app,833,established,established,medium,11962.42190865965,10,2
U100743,app,862,established,established,small,2338.1274735684815,9,6
U100744,app,8,cold_start,new,small,4765.646401492669,14,9
U100745,app,444,established,established,small,2103.7081527068954,17,5
U100746,app,581,established,established,small,4655.783942799198,14,4
U100747,ussd,822,established,established,medium,11981.81161389785,10,3
U100748,ussd,10,cold_start,new,small,4389.454814094227,10,5
U100749,app,472,established,established,small,1350.049361089836,19,2
U100750,ussd,802,established,established,large,30081.96709043197,17,2
U100751,ussd,371,established,established,small,3236.351728698318,12,5
U100752,ussd,262,established,established,small,1931.9464873656523,21,2
U100753,app,9,cold_start,new,medium,6848.193622003909,17,4
U100754,app,163,established,established,small,3386.1657691003866,21,4
U100755,app,9,cold_start,new,small,1932.08034319606,10,2
U100756,app,159,established,established,medium,7561.125887430227,14,4
U100757,app,386,established,established,medium,12877.274296666192,19,3
U100758,ussd,541,established,established,medium,7310.440188040317,10,5
U100759,ussd,193,established,established,medium,10387.851268638467,10,2
U100760,app,606,established,established,small,4529.261816916025,12,2
U100761,app,162,established,established,medium,5806.344034609584,17,3
U100762,app,525,established,established,small,1333.536727384733,9,3
U100763,app,402,established,established,small,2378.2276407445133,14,4
U100764,ussd,644,established,established,small,3085.136828169057,17,3
U100765,app,248,established,established,small,4462.41429050251,12,3
U100766,ussd,178,established,established,medium,14339.008971479285,19,3
U100767,ussd,603,established,established,small,2905.4227243367245,21,2
U100768,ussd,6,cold_start,new,small,739.1593661237426,9,6
U100769,ussd,891,established,established,small,3378.008690796324,17,9
U100770,ussd,12,cold_start,new,medium,15932.411534631534,17,1
U100771,app,84,established,1-3mo,medium,6108.662214113667,17,1
U100772,app,159,established,established,small,3074.121506518087,12,4
U100773,ussd,611,established,established,small,2995.713766787385,10,2
U100774,app,834,established,established,small,4092.9543545086967,9,3
U100775,ussd,770,established,established,small,2882.037928585147,19,2
U100776,app,776,established,established,small,2122.9194591041505,10,2
U100777,app,94,established,established,small,4264.184834618071,21,3
U100778,app,7,cold_start,new,medium,6336.123401747043,9,2
U100779,ussd,470,established,established,small,4042.188793451133,19,5
U100780,app,13,cold_start,new,small,4337.692755991049,14,5
U100781,app,134,established,established,medium,7516.351112475499,10,4
U100782,app,300,established,established,medium,7837.384805199788,10,2
U100783,ussd,8,cold_start,new,medium,20582.24180467984,12,2
U100784,ussd,274,established,established,medium,11921.165059039247,21,5
U100785,app,6,cold_start,new,small,2438.3492546917123,9,3
U100786,ussd,682,established,established,small,1472.2838025296267,10,3
U100787,app,75,established,1-3mo,small,1235.7510340404067,14,3
U100788,ussd,127,established,established,medium,10817.531937206144,10,7
U100789,app,892,established,established,small,3555.410133411349,12,5
U100790,app,2,cold_start,new,medium,5412.115217804768,14,2
U100791,ussd,884,established,established,small,4198.100229947596,17,2
U100792,ussd,838,established,established,medium,18301.38839785526,14,2
U100793,app,805,established,established,small,3224.04363454424,19,2
U100794,ussd,881,established,established,medium,13139.692370389032,9,2
U100795,ussd,657,established,established,medium,12778.212558823347,14,1
U100796,app,688,established,established,medium,5558.6612755490905,14,1
U100797,ussd,452,established,established,small,2471.9488043157316,19,2
U100798,ussd,180,established,established,small,4662.270651665661,17,2
U100799,app,607,established,established,small,2398.602040100516,12,1
U100800,ussd,810,established,established,medium,28162.036764039563,14,1
U100801,app,128,established,established,medium,10958.049063445502,12,3
U100802,ussd,457,established,established,small,3979.0366791457136,14,3
U100803,app,155,established,established,medium,9287.880162993,14,2
U100804,app,456,established,established,medium,5119.316131961401,17,7
U100805,ussd,147,established,established,medium,13410.978636190288,21,7
U100806,ussd,617,established,established,small,1811.927507921757,14,5
U100807,ussd,8,cold_start,new,small,1878.0155349054721,12,4
U100808,ussd,210,established,established,small,2561.4490034335636,17,2
U100809,app,10,cold_start,new,small,4631.242480408671,10,1
U100810,app,689,established,established,medium,7447.2872215981615,9,4
U100811,app,685,established,established,small,1772.1275864761658,17,4
U100812,app,421,established,established,small,4335.643877006645,19,2
U100813,app,848,established,established,small,1883.558223382675,21,3
U100814,ussd,290,established,established,small,1648.704767614592,19,3
U100815,ussd,87,established,1-3mo,small,4653.559617933412,10,6
U100816,app,653,established,established,small,2923.5323923941414,14,2
U100817,app,758,established,established,small,4729.113218785884,14,1
U100818,ussd,544,established,established,medium,6376.818359093451,19,3
U100819,app,528,established,established,medium,13134.106769347552,12,3
U100820,app,159,established,established,medium,16460.080867462722,17,2
U100821,app,770,established,established,medium,5547.665882162997,17,3
U100822,app,553,established,established,small,1913.6741402274313,14,3
U100823,app,759,established,established,small,1892.874051877087,12,3
U100824,ussd,131,established,established,medium,17727.374931210525,21,4
U100825,app,793,established,established,small,4260.326824019089,17,7
U100826,ussd,408,established,established,medium,8031.457592274742,10,7
U100827,ussd,561,established,established,small,3342.9518561594764,19,1
U100828,ussd,8,cold_start,new,medium,6254.942385548685,10,2
U100829,app,654,established,established,small,3300.3259748047767,9,2
U100830,app,310,established,established,medium,12575.677833489739,17,2
U100831,app,216,established,established,small,4250.951202658171,9,3
U100832,app,402,established,established,medium,8353.550647439606,19,8
U100833,app,204,established,established,medium,27674.46469130898,9,4
U100834,ussd,808,established,established,medium,10035.698181011334,17,3
U100835,app,626,established,established,medium,5873.67184322559,17,3
U100836,app,189,established,established,small,2523.0926350911836,14,1
U100837,app,81,established,1-3mo,medium,8659.92595124919,17,2
U100838,ussd,739,established,established,medium,7188.701114079484,10,6
U100839,ussd,693,established,established,medium,8805.966281969408,17,5
U100840,ussd,270,established,established,medium,24716.8956274832,19,5
U100841,ussd,854,established,established,small,1158.063947748022,10,2
U100842,ussd,12,cold_start,new,small,4653.518220981575,9,2
U100843,ussd,2,cold_start,new,small,3823.2719606760274,21,2
U100844,app,657,established,established,small,1329.0871381727907,19,2
U100845,ussd,302,established,established,small,2216.849866512608,21,3
U100846,ussd,147,established,established,small,1180.1284681768088,19,4
U100847,app,212,established,established,small,2060.462925259505,12,5
U100848,ussd,313,established,established,small,1965.820625998978,12,3
U100849,app,430,established,established,small,2358.738777495672,19,2
U100850,ussd,430,established,established,small,725.5728696857706,19,4
U100851,app,9,cold_start,new,medium,5149.528313203834,14,4
U100852,ussd,897,established,established,medium,19331.51988370361,9,1
U100853,ussd,829,established,established,small,1961.8318233807258,19,6
U100854,app,808,established,established,small,4083.6790170868517,21,7
U100855,app,781,established,established,medium,15483.674757160345,19,6
U100856,app,3,cold_start,new,small,1194.5233080739165,19,4
U100857,app,77,established,1-3mo,small,4926.624834147214,17,7
U100858,ussd,519,established,established,medium,10692.343474034664,19,4
U100859,app,174,established,established,medium,18561.21867076686,19,4
U100860,app,657,established,established,large,35346.83916609559,17,3
U100861,app,1,cold_start,new,small,1727.7778465691067,10,4
U100862,ussd,573,established,established,small,2783.708170241085,14,2
U100863,app,836,established,established,medium,5455.750983121189,17,4
U100864,ussd,673,established,established,small,2264.122163038796,14,2
U100865,app,1,cold_start,new,small,3069.834402197922,17,2
U100866,app,584,established,established,medium,6124.763464885449,9,4
U100867,ussd,149,established,established,small,2505.5797321358004,21,5
U100868,app,240,established,established,medium,7526.60877335494,12,3
U100869,ussd,159,established,established,small,2594.4182913597074,10,4
U100870,app,648,established,established,small,1683.7875270579564,9,4
U100871,ussd,95,established,established,medium,11632.829829120985,19,2
U100872,ussd,409,established,established,small,1287.0590122501817,10,3
U100873,ussd,862,established,established,small,3045.5667369665807,19,2
U100874,app,139,established,established,small,1709.2092254919194,12,7
U100875,ussd,323,established,established,small,1161.9794587419135,17,3
U100876,ussd,439,established,established,small,4901.823789351631,14,5
U100877,app,480,established,established,medium,12122.282426405778,19,3
U100878,app,610,established,established,small,4671.684577741092,9,5
U100879,ussd,675,established,established,medium,10364.468637900987,9,2
U100880,app,12,cold_start,new,medium,9477.381961658735,10,3
U100881,ussd,474,established,established,medium,12589.249027003136,10,4
U100882,ussd,13,cold_start,new,small,3249.1121523770325,9,1
U100883,app,152,established,established,small,1969.0639152597457,19,5
U100884,ussd,12,cold_start,new,medium,23711.09804399649,21,2
U100885,ussd,354,established,established,medium,12222.895592496649,21,2
U100886,app,712,established,established,medium,16236.326591415293,19,3
U100887,ussd,218,established,established,small,1030.7234754228598,21,4
U100888,app,497,established,established,small,2503.3904634044943,17,3
U100889,app,6,cold_start,new,small,1947.9416862489643,14,4
U100890,ussd,2,cold_start,new,small,2983.8080419043526,9,5
U100891,app,144,established,established,medium,12652.714436020742,17,3
U100892,ussd,254,established,established,small,2281.0293226307253,21,2
U100893,app,631,established,established,small,4010.1241760962203,21,2
U100894,app,417,established,established,medium,6396.839913842029,17,4
U100895,app,482,established,established,small,3654.0296331433483,12,7
U100896,ussd,673,established,established,medium,9920.545986634123,12,4
U100897,ussd,1,cold_start,new,medium,11335.196128716187,12,5
U100898,ussd,788,established,established,medium,7092.813376243859,19,1
U100899,ussd,547,established,established,medium,21778.751970718593,10,7
U100900,ussd,240,established,established,small,4468.877799862926,21,3
U100901,ussd,384,established,established,small,3454.269066763778,21,1
U100902,ussd,202,established,established,medium,14437.485470025773,17,5
U100903,ussd,178,established,established,small,1192.6426186104966,9,4
U100904,ussd,730,established,established,small,4604.4228583173335,19,4
U100905,ussd,724,established,established,medium,9042.027112688927,10,3
U100906,app,484,established,established,medium,9946.72193515794,21,6
U100907,app,392,established,established,medium,5593.710393113311,12,4
U100908,ussd,156,established,established,small,2902.053665479191,12,1
U100909,app,454,established,established,medium,6975.629420463087,9,2
U100910,app,177,established,established,small,2613.0079542723843,10,4
U100911,ussd,809,established,established,medium,6402.368024130004,19,9
U100912,app,165,established,established,medium,14621.428177524298,17,6
U100913,app,191,established,established,medium,7239.068606460002,17,3
U100914,app,316,established,established,small,2685.66222568348,21,2
U100915,app,728,established,established,medium,12821.026443540753,12,2
U100916,ussd,468,established,established,small,2498.240027702543,17,2
U100917,ussd,10,cold_start,new,small,3174.7958030986565,10,3
U100918,ussd,429,established,established,medium,6785.036116701084,21,4
U100919,ussd,556,established,established,medium,6701.11848196035,17,2
U100920,ussd,369,established,established,small,3031.8179743908304,19,1
U100921,app,524,established,established,small,2089.3637560342763,17,3
U100922,ussd,606,established,established,small,576.0068309821805,10,5
U100923,app,818,established,established,medium,16190.664811024819,19,7
U100924,app,270,established,established,small,4989.111221673566,14,4
U100925,ussd,858,established,established,medium,21460.57292740526,17,2
U100926,ussd,732,established,established,medium,7214.046727032198,10,3
U100927,app,62,established,1-3mo,small,3959.9416265311,9,2
U100928,ussd,375,established,established,small,1365.0412211696712,17,4
U100929,app,416,established,established,small,1328.5438467077192,17,3
U100930,app,488,established,established,small,4898.343185047523,21,6
U100931,app,560,established,established,medium,8161.039705042573,14,7
U100932,app,348,established,established,medium,5449.9975300622145,19,4
U100933,ussd,265,established,established,small,3359.8536387112017,12,1
U100934,app,63,established,1-3mo,small,4875.304744851715,19,7
U100935,ussd,778,established,established,medium,13934.483946904813,10,4
U100936,app,346,established,established,small,3744.762857367203,10,3
U100937,ussd,818,established,established,small,4134.7577338734145,9,3
U100938,ussd,549,established,established,small,3745.672452587226,19,6
U100939,ussd,1,cold_start,new,medium,6970.2380275477535,21,2
U100940,app,804,established,established,small,2579.025127345636,19,3
U100941,ussd,5,cold_start,new,small,709.2342658586979,21,4
U100942,ussd,11,cold_start,new,medium,13859.318417911933,21,2
U100943,app,616,established,established,small,1409.3747219372422,17,2
U100944,app,2,cold_start,new,small,1850.8261198863795,19,3
U100945,app,691,established,established,small,2207.04478555129,17,2
U100946,app,60,established,1-3mo,small,2986.2091377352403,19,2
U100947,app,350,established,established,small,1720.9453677162273,14,3
U100948,app,8,cold_start,new,small,2694.330865663085,17,3
U100949,app,102,established,established,small,4234.899233819379,12,8
U100950,ussd,524,established,established,medium,6660.948608985357,9,6
U100951,app,865,established,established,medium,12136.96079607729,14,5
U100952,app,547,established,established,small,3528.893235380669,14,7
U100953,ussd,338,established,established,small,1768.0530851812712,21,2
U100954,app,7,cold_start,new,small,2014.0980844484359,9,4
U100955,app,535,established,established,medium,29021.293046441424,19,2
U100956,app,864,established,established,medium,19820.61741216597,12,7
U100957,app,731,established,established,small,4205.508186006613,12,3
U100958,app,483,established,established,small,4671.397300491762,17,2
U100959,app,731,established,established,small,1543.964699598456,9,8
U100960,app,65,established,1-3mo,small,1444.1761711356028,21,7
U100961,ussd,851,established,established,small,1595.0015141751915,14,8
U100962,ussd,10,cold_start,new,medium,5258.135293905958,12,2
U100963,app,491,established,established,small,4199.175797978031,21,7
U100964,app,357,established,established,small,1807.8095023764056,17,4
U100965,app,418,established,established,medium,12718.011674814177,17,4
U100966,ussd,760,established,established,small,2163.513157847458,17,3
U100967,ussd,124,established,established,small,1130.8528678272544,10,2
U100968,app,11,cold_start,new,small,4959.801000815559,17,2
U100969,app,630,established,established,medium,6020.880601316012,17,4
U100970,app,745,established,established,medium,6669.3046440941325,9,2
U100971,ussd,343,established,established,medium,10624.474927772675,17,3
U100972,ussd,458,established,established,small,1202.8152682235916,12,3
U100973,app,288,established,established,medium,8138.7274136117985,17,3
U100974,ussd,644,established,established,medium,6057.486524732218,10,3
U100975,app,573,established,established,medium,8484.474188073184,21,5
U100976,ussd,587,established,established,medium,21787.063035435945,19,3
U100977,ussd,482,established,established,small,2941.9433188911694,17,6
U100978,app,453,established,established,small,1698.6052623072703,9,6
U100979,app,261,established,established,medium,10414.879033683792,14,2
U100980,ussd,872,established,established,small,3221.291166430208,17,2
U100981,app,693,established,established,small,4317.432799236581,21,2
U100982,ussd,265,established,established,small,1504.1295369752543,14,2
U100983,app,657,established,established,medium,9375.006754936372,17,7
U100984,ussd,538,established,established,small,3243.258318001628,21,3
U100985,app,821,established,established,medium,10798.023927683118,12,10
U100986,app,867,established,established,small,3475.787432044577,19,3
U100987,app,338,established,established,medium,11069.68461418395,14,4
U100988,app,439,established,established,medium,6866.462821807947,14,3
U100989,app,649,established,established,medium,9616.907726218284,10,5
U100990,ussd,3,cold_start,new,medium,28132.281059168792,17,2
U100991,app,122,established,established,medium,14085.416539151762,10,4
U100992,app,340,established,established,medium,5327.691811772845,17,4
U100993,app,878,established,established,small,2689.4862635364766,12,3
U100994,app,876,established,established,medium,14901.033302810176,12,11
U100995,ussd,766,established,established,small,2150.5258804902087,9,2
U100996,ussd,3,cold_start,new,medium,5402.047721870417,21,4
U100997,app,578,established,established,small,3326.2112899992626,12,2
U100998,ussd,628,established,established,medium,7089.718122520505,17,6
U100999,ussd,852,established,established,small,2723.0143510305716,21,7
U101000,ussd,268,established,established,medium,15089.104989852505,12,11
U101001,app,866,established,established,small,506.30205991307645,10,2
U101002,app,7,cold_start,new,small,2777.3748275608846,19,7
U101003,app,166,established,established,small,3319.71949789845,21,4
U101004,ussd,453,established,established,medium,5985.057763955779,17,2
U101005,ussd,566,established,established,small,924.1844238837336,19,7
U101006,app,450,established,established,small,3696.438225999098,12,9
U101007,app,10,cold_start,new,small,4995.713257340666,10,3
U101008,ussd,715,established,established,medium,5219.625242945486,17,4
U101009,ussd,7,cold_start,new,medium,9291.021449692606,21,3
U101010,app,12,cold_start,new,medium,17941.28794830342,14,8
U101011,ussd,632,established,established,small,1630.2360382525649,9,3
U101012,app,524,established,established,medium,14233.216534853216,10,2
U101013,app,446,established,established,medium,6327.40788536488,17,1
U101014,ussd,751,established,established,medium,5477.139542967526,21,2
U101015,ussd,12,cold_start,new,medium,8760.626328050308,19,1
U101016,ussd,436,established,established,small,3318.8195039054967,10,4
U101017,app,634,established,established,medium,7309.536854814963,12,2
U101018,app,314,established,established,small,2460.93645513527,14,3
U101019,app,695,established,established,small,4444.739362612965,21,7
U101020,app,600,established,established,small,4639.502772662731,14,1
U101021,app,771,established,established,small,4423.553466069666,21,1
U101022,app,610,established,established,medium,20734.935613164595,12,2
U101023,app,735,established,established,large,48547.11727190908,10,2
U101024,app,2,cold_start,new,small,4575.691153629533,17,2
U101025,app,11,cold_start,new,medium,16005.456841747746,21,3
U101026,ussd,509,established,established,small,4546.720992208548,17,3
U101027,app,752,established,established,medium,6371.77672532214,14,3
U101028,ussd,657,established,established,small,1825.3464884041077,14,3
U101029,ussd,322,established,established,small,2974.7458933649036,9,3
U101030,ussd,401,established,established,small,3733.376126803953,21,4
U101031,app,353,established,established,small,1878.2692342683263,21,1
U101032,app,139,established,established,small,2347.76218050501,10,1
U101033,ussd,849,established,established,small,3628.0880676606253,14,2
U101034,ussd,120,established,established,medium,6343.472397282212,17,4
U101035,app,97,established,established,medium,8749.045217494257,12,3
U101036,app,832,established,established,medium,11625.499288458981,14,2
U101037,ussd,462,established,established,medium,5244.094772296497,21,5
U101038,app,10,cold_start,new,large,30295.593192708042,9,3
U101039,ussd,758,established,established,small,1113.2935714847727,14,2
U101040,app,685,established,established,small,2286.209602873017,19,2
U101041,app,600,established,established,small,4873.810039611417,12,4
U101042,ussd,773,established,established,medium,10636.010994310358,21,3
U101043,app,763,established,established,medium,7332.816876909365,12,3
U101044,ussd,13,cold_start,new,medium,5056.614966041339,19,1
U101045,app,797,established,established,medium,17518.289455858165,14,2
U101046,app,366,established,established,medium,10151.897931308647,10,2
U101047,ussd,522,established,established,small,4898.3064495314175,14,3
U101048,app,372,established,established,medium,12789.786806121741,19,2
U101049,app,272,established,established,small,4425.764555564698,19,6
U101050,ussd,798,established,established,small,4252.552741226408,12,3
U101051,ussd,269,established,established,small,560.1973237533762,17,5
U101052,ussd,276,established,established,small,3283.6783384299993,9,1
U101053,app,639,established,established,medium,12579.101765202244,21,5
U101054,app,352,established,established,small,603.3947579142449,14,2
U101055,ussd,810,established,established,small,1902.3593233486872,14,5
U101056,app,582,established,established,small,1435.9598947048146,9,6
U101057,app,486,established,established,small,4156.694079581792,21,4
U101058,ussd,7,cold_start,new,medium,5991.7971838735975,19,4
U101059,app,853,established,established,small,1040.7162801090867,9,3
U101060,app,400,established,established,small,3581.073274390444,19,12
U101061,app,248,established,established,small,2950.434421288998,10,4
U101062,app,643,established,established,small,4929.407073196852,9,5
U101063,ussd,77,established,1-3mo,medium,20282.874685167215,17,2
U101064,ussd,751,established,established,small,1550.8162027630488,19,4
U101065,app,548,established,established,small,3751.992008958383,14,14
U101066,app,396,established,established,medium,5929.510220388159,12,6
U101067,ussd,573,established,established,medium,11809.1586006525,19,2
U101068,app,307,established,established,large,36201.036067941175,9,3
U101069,app,234,established,established,small,2394.9111314574084,21,6
U101070,ussd,259,established,established,medium,6434.162375517254,21,3
U101071,ussd,276,established,established,small,1121.2525484177286,12,3
U101072,app,495,established,established,small,2639.5904558665848,21,4
U101073,ussd,668,established,established,medium,7741.148853369621,10,1
U101074,app,418,established,established,small,3388.4971895728195,21,3
U101075,ussd,144,established,established,small,3347.87208051127,12,6
U101076,ussd,563,established,established,medium,25062.935106951136,10,3
U101077,ussd,323,established,established,medium,6210.291434734754,12,4
U101078,ussd,422,established,established,medium,5012.973131651677,19,8
U101079,ussd,338,established,established,small,1533.4101413632952,19,6
U101080,app,575,established,established,small,1408.1085462079006,21,4
U101081,app,705,established,established,small,2706.967761523029,14,3
U101082,ussd,10,cold_start,new,small,4682.978908298505,12,5
U101083,ussd,846,established,established,medium,6709.536360963303,21,2
U101084,app,885,established,established,small,4050.165789851531,17,5
U101085,ussd,573,established,established,small,3224.6896738656433,14,5
U101086,ussd,684,established,established,medium,9183.358082845543,14,5
U101087,app,528,established,established,medium,14067.747399394622,14,5
U101088,app,2,cold_start,new,small,3959.7744325204912,12,2
U101089,app,369,established,established,small,3963.619775850274,19,5
U101090,app,839,established,established,small,2345.9855891269913,17,4
U101091,app,607,established,established,medium,5125.250856381918,19,2
U101092,app,604,established,established,medium,13738.95344772418,12,3
U101093,app,300,established,established,small,4741.582597066074,9,2
U101094,app,401,established,established,medium,10070.239583210792,17,4
U101095,ussd,712,established,established,small,2949.3652061500534,21,2
U101096,app,150,established,established,small,4167.76856955763,17,2
U101097,ussd,237,established,established,medium,10483.001530936224,17,1
U101098,ussd,846,established,established,medium,23813.732602137774,10,5
U101099,ussd,555,established,established,medium,5223.2255275049,9,2
U101100,ussd,191,established,established,small,2064.7091370056605,9,3
U101101,ussd,897,established,established,medium,5726.161079133262,9,4
U101102,app,894,established,established,medium,20076.430758300143,19,2
U101103,ussd,373,established,established,small,4676.06999078107,14,4
U101104,app,512,established,established,small,2023.573861614863,19,10
U101105,ussd,188,established,established,small,786.6986419753376,14,5
U101106,app,8,cold_start,new,small,1434.731440240177,17,1
U101107,app,881,established,established,small,3711.275376352987,12,2
U101108,app,744,established,established,medium,6822.504723003935,17,4
U101109,ussd,457,established,established,small,3363.2066636865484,17,2
U101110,app,367,established,established,medium,6275.8275061219265,9,3
U101111,app,398,established,established,large,30337.91522727468,10,4
U101112,app,820,established,established,medium,9510.207825030837,10,2
U101113,app,890,established,established,small,2100.2166873417723,19,2
U101114,ussd,327,established,established,medium,7074.1743738890345,9,2
U101115,ussd,2,cold_start,new,small,4809.976104969093,10,8
U101116,app,455,established,established,small,2613.28191764435,10,5
U101117,app,78,established,1-3mo,medium,6842.407305517895,12,1
U101118,app,1,cold_start,new,medium,19574.40322363627,21,3
U101119,app,764,established,established,small,2995.1710239678405,12,3
U101120,ussd,183,established,established,small,1575.9804386723852,19,3
U101121,ussd,646,established,established,small,3037.300177645163,12,3
U101122,app,294,established,established,small,1190.0884088201965,10,4
U101123,ussd,11,cold_start,new,medium,12755.318152429789,17,3
U101124,app,626,established,established,small,2113.4529004438614,21,8
U101125,ussd,8,cold_start,new,small,1707.2119445278497,10,2
U101126,ussd,338,established,established,small,4922.395200698711,14,4
U101127,ussd,632,established,established,medium,6333.078437637338,9,1
U101128,ussd,684,established,established,small,1377.8701200557614,21,2
U101129,ussd,865,established,established,medium,5229.586355919913,19,3
U101130,app,234,established,established,small,1955.2854835898627,19,3
U101131,app,639,established,established,medium,8912.26185431245,12,4
U101132,app,889,established,established,medium,18307.53018523482,17,3
U101133,ussd,846,established,established,medium,18738.332347585543,12,2
U101134,ussd,898,established,established,small,500.0,14,2
U101135,ussd,643,established,established,medium,23629.859808345343,10,8
U101136,ussd,326,established,established,small,2995.1591631073534,21,1
U101137,app,184,established,established,medium,12897.931245726219,17,5
U101138,ussd,521,established,established,medium,25496.132885027535,12,3
U101139,ussd,461,established,established,small,1006.1271320448518,9,1
U101140,app,765,established,established,medium,5929.530548919683,14,5
U101141,app,230,established,established,medium,6227.127490524345,12,2
U101142,app,788,established,established,medium,5923.67828189678,21,3
U101143,app,609,established,established,small,1453.685864641724,21,5
U101144,ussd,711,established,established,medium,10920.68269200917,10,3
U101145,ussd,750,established,established,small,4023.932862400184,12,6
U101146,ussd,445,established,established,small,3855.2031888243328,10,3
U101147,app,565,established,established,small,1399.806054798534,14,4
U101148,ussd,4,cold_start,new,medium,6144.019088723008,19,5
